Year,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
2020,Arkansas,Female,1-4 years,0.0,23.0,0.0,0.0
2020,Arkansas,Female,5-14 years,0.0,30.0,0.0,0.0
2020,Arkansas,Female,15-24 years,0.0,115.0,0.0,0.0
2020,Arkansas,Female,25-34 years,12.0,232.0,16.0,0.0
2020,Arkansas,Female,35-44 years,25.0,482.0,29.0,0.0
2020,Arkansas,Female,45-54 years,61.0,942.0,90.0,0.0
2020,Arkansas,Female,55-64 years,195.0,2167.0,221.0,0.0
2020,Arkansas,Female,65-74 years,355.0,3499.0,396.0,14.0
2020,Arkansas,Female,75-84 years,548.0,4592.0,515.0,0.0
2020,Arkansas,Female,85 years and over,783.0,5940.0,547.0,13.0
2021,California,Female,35-44 years,613.0,3872.0,502.0,0.0
2021,Arkansas,Male,Under 1 year,0.0,162.0,0.0,0.0
2021,Arkansas,Male,1-4 years,0.0,29.0,0.0,0.0
2021,Arkansas,Male,5-14 years,0.0,50.0,0.0,0.0
2021,Arkansas,Male,15-24 years,0.0,320.0,10.0,0.0
2021,Arkansas,Male,25-34 years,54.0,618.0,41.0,0.0
2021,Arkansas,Male,35-44 years,135.0,954.0,79.0,0.0
2021,Arkansas,Male,45-54 years,286.0,1676.0,220.0,0.0
2021,Arkansas,Male,55-64 years,578.0,3632.0,469.0,0.0
2021,Arkansas,Male,65-74 years,786.0,5310.0,732.0,0.0
2021,Arkansas,Male,75-84 years,715.0,5111.0,702.0,0.0
2021,Arkansas,Male,85 years and over,394.0,3547.0,438.0,0.0
2021,Arkansas,Female,Under 1 year,0.0,140.0,0.0,0.0
2021,Arkansas,Female,1-4 years,0.0,18.0,0.0,0.0
2021,Arkansas,Female,5-14 years,0.0,33.0,0.0,0.0
2021,Arkansas,Female,15-24 years,11.0,114.0,0.0,0.0
2021,Arkansas,Female,25-34 years,47.0,302.0,37.0,0.0
2021,Arkansas,Female,35-44 years,96.0,588.0,79.0,0.0
2021,Arkansas,Female,45-54 years,178.0,1088.0,142.0,0.0
2021,Arkansas,Female,55-64 years,397.0,2450.0,350.0,0.0
2021,Arkansas,Female,65-74 years,593.0,3764.0,501.0,0.0
2021,Arkansas,Female,75-84 years,562.0,4732.0,526.0,0.0
2021,Arkansas,Female,85 years and over,490.0,5396.0,445.0,0.0
2022,Arkansas,Male,Under 1 year,0.0,133.0,0.0,0.0
2022,Arkansas,Male,1-4 years,0.0,37.0,0.0,0.0
2022,Arkansas,Male,5-14 years,0.0,48.0,0.0,0.0
2022,Arkansas,Male,15-24 years,0.0,326.0,0.0,0.0
2022,Arkansas,Male,25-34 years,21.0,484.0,12.0,0.0
2022,Arkansas,Male,35-44 years,33.0,779.0,32.0,0.0
2022,Arkansas,Male,45-54 years,81.0,1392.0,69.0,0.0
2022,Arkansas,Male,55-64 years,204.0,3136.0,252.0,14.0
2022,Arkansas,Male,65-74 years,374.0,4787.0,450.0,16.0
2022,Arkansas,Male,75-84 years,474.0,5164.0,545.0,13.0
2022,Arkansas,Male,85 years and over,298.0,3475.0,353.0,10.0
2022,Arkansas,Female,Under 1 year,0.0,118.0,0.0,0.0
2022,Arkansas,Female,1-4 years,0.0,20.0,0.0,0.0
2022,Arkansas,Female,5-14 years,0.0,36.0,0.0,0.0
2022,Arkansas,Female,15-24 years,0.0,116.0,0.0,0.0
2022,Arkansas,Female,25-34 years,10.0,237.0,14.0,0.0
2022,Arkansas,Female,35-44 years,37.0,500.0,40.0,0.0
2022,Arkansas,Female,45-54 years,62.0,932.0,85.0,0.0
2022,Arkansas,Female,55-64 years,152.0,2076.0,172.0,15.0
2022,Arkansas,Female,65-74 years,298.0,3581.0,355.0,13.0
2022,Arkansas,Female,75-84 years,371.0,4891.0,395.0,13.0
2022,Arkansas,Female,85 years and over,341.0,5361.0,359.0,23.0
2023,Arkansas,Male,Under 1 year,0.0,91.0,0.0,0.0
2023,Arkansas,Male,1-4 years,0.0,19.0,0.0,0.0
2023,Arkansas,Male,5-14 years,0.0,36.0,0.0,0.0
2023,Arkansas,Male,15-24 years,0.0,205.0,0.0,0.0
2023,Arkansas,Male,25-34 years,0.0,326.0,0.0,0.0
2023,Arkansas,Male,35-44 years,0.0,546.0,16.0,0.0
2023,Arkansas,Male,45-54 years,0.0,937.0,39.0,0.0
2023,Arkansas,Male,55-64 years,26.0,2036.0,131.0,0.0
2023,Arkansas,Male,65-74 years,58.0,3021.0,200.0,0.0
2023,Arkansas,Male,75-84 years,98.0,3361.0,273.0,0.0
2023,Arkansas,Male,85 years and over,67.0,2344.0,200.0,0.0
2023,Arkansas,Female,Under 1 year,0.0,86.0,0.0,0.0
2023,Arkansas,Female,1-4 years,0.0,15.0,0.0,0.0
2023,Arkansas,Female,5-14 years,0.0,17.0,0.0,0.0
2023,Arkansas,Female,15-24 years,0.0,70.0,0.0,0.0
2023,Arkansas,Female,25-34 years,0.0,140.0,0.0,0.0
2023,Arkansas,Female,35-44 years,0.0,266.0,0.0,0.0
2023,Arkansas,Female,45-54 years,0.0,540.0,38.0,0.0
2023,Arkansas,Female,55-64 years,31.0,1381.0,83.0,0.0
2023,Arkansas,Female,65-74 years,41.0,2388.0,158.0,0.0
2023,Arkansas,Female,75-84 years,88.0,3286.0,229.0,0.0
2023,Arkansas,Female,85 years and over,94.0,3582.0,209.0,0.0
2020,California,Male,Under 1 year,0.0,924.0,20.0,0.0
2020,California,Male,1-4 years,0.0,188.0,0.0,0.0
2020,California,Male,5-14 years,0.0,310.0,0.0,0.0
2020,California,Male,15-24 years,58.0,2910.0,67.0,0.0
2020,California,Male,25-34 years,241.0,5533.0,236.0,16.0
2020,California,Male,35-44 years,639.0,7058.0,552.0,23.0
2020,California,Male,45-54 years,1708.0,12309.0,1472.0,45.0
2020,California,Male,55-64 years,3477.0,26470.0,3346.0,87.0
2020,California,Male,65-74 years,4749.0,36320.0,5069.0,88.0
2020,California,Male,75-84 years,4679.0,38927.0,5461.0,73.0
2020,California,Male,85 years and over,4127.0,41612.0,5000.0,75.0
2020,California,Female,Under 1 year,0.0,743.0,0.0,0.0
2020,California,Female,1-4 years,0.0,130.0,0.0,0.0
2020,California,Female,5-14 years,0.0,228.0,15.0,0.0
2020,California,Female,15-24 years,38.0,938.0,33.0,0.0
2020,California,Female,25-34 years,123.0,2040.0,125.0,19.0
2020,California,Female,35-44 years,287.0,3254.0,306.0,22.0
2020,California,Female,45-54 years,651.0,6708.0,717.0,33.0
2020,California,Female,55-64 years,1487.0,14931.0,1745.0,63.0
2020,California,Female,65-74 years,2538.0,24338.0,3018.0,73.0
2020,California,Female,75-84 years,3557.0,34647.0,4064.0,91.0
2020,California,Female,85 years and over,5208.0,60258.0,5759.0,88.0
2021,California,Male,Under 1 year,0.0,938.0,16.0,0.0
2021,California,Male,1-4 years,0.0,172.0,11.0,0.0
2021,California,Male,5-14 years,0.0,296.0,0.0,0.0
2021,California,Male,15-24 years,117.0,2915.0,95.0,0.0
2021,California,Male,25-34 years,560.0,6543.0,431.0,0.0
2021,California,Male,35-44 years,1329.0,8774.0,1054.0,0.0
2021,California,Male,45-54 years,3030.0,14337.0,2373.0,0.0
2021,California,Male,55-64 years,5812.0,29089.0,5029.0,0.0
2021,California,Male,65-74 years,6952.0,38583.0,6677.0,11.0
2021,California,Male,75-84 years,6207.0,40119.0,6338.0,0.0
2021,California,Male,85 years and over,4690.0,40703.0,5089.0,0.0
2021,California,Female,Under 1 year,0.0,788.0,0.0,0.0
2021,California,Female,1-4 years,0.0,139.0,0.0,0.0
2021,California,Female,5-14 years,0.0,243.0,10.0,0.0
2021,California,Female,15-24 years,47.0,1013.0,46.0,0.0
2021,California,Female,45-54 years,1337.0,7267.0,1133.0,0.0
2021,California,Female,55-64 years,3062.0,16227.0,2819.0,0.0
2021,California,Female,65-74 years,4283.0,26490.0,4093.0,0.0
2021,California,Female,75-84 years,4649.0,35661.0,4741.0,0.0
2021,California,Female,85 years and over,5352.0,58229.0,5202.0,0.0
2022,California,Male,Under 1 year,12.0,971.0,12.0,0.0
2022,California,Male,1-4 years,0.0,176.0,10.0,0.0
2022,California,Male,5-14 years,13.0,301.0,10.0,0.0
2022,California,Male,15-24 years,46.0,2529.0,44.0,0.0
2022,California,Male,25-34 years,194.0,6150.0,194.0,11.0
2022,California,Male,35-44 years,378.0,7819.0,385.0,14.0
2022,California,Female,Under 1 year,0.0,766.0,13.0,0.0
2022,California,Female,1-4 years,12.0,162.0,12.0,0.0
2022,California,Female,5-14 years,10.0,240.0,13.0,0.0
2022,California,Female,15-24 years,28.0,912.0,27.0,0.0
2022,California,Female,25-34 years,99.0,2037.0,107.0,0.0
2022,California,Female,35-44 years,194.0,3310.0,214.0,14.0
2022,California,Female,45-54 years,448.0,6217.0,515.0,18.0
2022,California,Female,55-64 years,1054.0,14023.0,1383.0,29.0
2022,California,Female,65-74 years,1800.0,24362.0,2515.0,50.0
2022,California,Female,75-84 years,2390.0,35637.0,3230.0,84.0
2022,California,Female,85 years and over,3704.0,58654.0,4192.0,128.0
2023,California,Female,85 years and over,1074.0,38856.0,2495.0,48.0
2023,California,Male,Under 1 year,0.0,617.0,0.0,0.0
2023,California,Male,1-4 years,0.0,140.0,0.0,0.0
2023,California,Male,5-14 years,0.0,186.0,0.0,0.0
2023,California,Male,15-24 years,0.0,1682.0,20.0,0.0
2023,California,Male,25-34 years,33.0,3855.0,95.0,0.0
2023,California,Male,35-44 years,51.0,5266.0,169.0,0.0
2023,California,Male,45-54 years,70.0,7261.0,333.0,0.0
2023,California,Male,55-64 years,243.0,15297.0,911.0,16.0
2023,California,Male,65-74 years,484.0,22793.0,1725.0,28.0
2023,California,Male,75-84 years,815.0,26591.0,2327.0,30.0
2023,California,Male,85 years and over,963.0,26910.0,2367.0,19.0
2023,California,Female,Under 1 year,0.0,518.0,0.0,0.0
2023,California,Female,1-4 years,0.0,102.0,0.0,0.0
2023,California,Female,5-14 years,0.0,167.0,0.0,0.0
2023,California,Female,15-24 years,0.0,609.0,16.0,0.0
2023,California,Female,25-34 years,0.0,1325.0,52.0,0.0
2023,California,Female,35-44 years,27.0,2177.0,104.0,0.0
2023,California,Female,45-54 years,48.0,3955.0,229.0,0.0
2023,California,Female,55-64 years,158.0,8880.0,574.0,15.0
2023,California,Female,65-74 years,368.0,16110.0,1262.0,0.0
2023,California,Female,75-84 years,557.0,24126.0,1774.0,20.0
2020,Colorado,Male,Under 1 year,0.0,165.0,0.0,0.0
2020,Colorado,Male,1-4 years,0.0,31.0,0.0,0.0
2020,Colorado,Male,5-14 years,0.0,59.0,0.0,0.0
2020,Colorado,Male,15-24 years,0.0,533.0,0.0,0.0
2020,Colorado,Male,25-34 years,17.0,1004.0,27.0,0.0
2020,Colorado,Male,35-44 years,41.0,1212.0,63.0,0.0
2020,Colorado,Male,45-54 years,160.0,1783.0,153.0,10.0
2020,Colorado,Male,55-64 years,325.0,3729.0,331.0,16.0
2020,Colorado,Male,65-74 years,636.0,5413.0,660.0,14.0
2020,Colorado,Male,75-84 years,831.0,5853.0,761.0,0.0
2020,Colorado,Male,85 years and over,791.0,5610.0,631.0,15.0
2020,Colorado,Female,Under 1 year,0.0,158.0,0.0,0.0
2020,Colorado,Female,1-4 years,0.0,11.0,0.0,0.0
2020,Colorado,Female,5-14 years,0.0,33.0,0.0,0.0
2020,Colorado,Female,15-24 years,0.0,200.0,0.0,0.0
2020,Colorado,Female,25-34 years,10.0,395.0,20.0,0.0
2020,Colorado,Female,35-44 years,23.0,589.0,38.0,0.0
2020,Colorado,Female,45-54 years,60.0,1053.0,84.0,0.0
2020,Colorado,Female,55-64 years,142.0,2212.0,195.0,15.0
2020,Colorado,Female,65-74 years,361.0,3758.0,356.0,12.0
2020,Colorado,Female,75-84 years,618.0,5194.0,546.0,0.0
2020,Colorado,Female,85 years and over,1042.0,8597.0,707.0,20.0
2021,Colorado,Female,55-64 years,388.0,2439.0,333.0,0.0
2021,Colorado,Male,Under 1 year,0.0,182.0,0.0,0.0
2021,Colorado,Male,1-4 years,0.0,32.0,0.0,0.0
2021,Colorado,Male,5-14 years,0.0,75.0,0.0,0.0
2021,Colorado,Male,15-24 years,19.0,557.0,10.0,0.0
2021,Colorado,Male,25-34 years,62.0,1198.0,52.0,0.0
2021,Colorado,Male,35-44 years,142.0,1446.0,101.0,0.0
2021,Colorado,Male,45-54 years,356.0,2080.0,260.0,0.0
2021,Colorado,Male,55-64 years,712.0,4035.0,559.0,0.0
2021,Colorado,Male,65-74 years,893.0,5865.0,842.0,0.0
2021,Colorado,Male,75-84 years,840.0,6049.0,806.0,0.0
2021,Colorado,Male,85 years and over,597.0,5304.0,564.0,0.0
2021,Colorado,Female,Under 1 year,0.0,156.0,0.0,0.0
2021,Colorado,Female,1-4 years,0.0,24.0,0.0,0.0
2021,Colorado,Female,5-14 years,0.0,35.0,0.0,0.0
2021,Colorado,Female,15-24 years,13.0,209.0,10.0,0.0
2021,Colorado,Female,25-34 years,27.0,427.0,17.0,0.0
2021,Colorado,Female,35-44 years,72.0,772.0,66.0,0.0
2021,Colorado,Female,45-54 years,177.0,1132.0,138.0,0.0
2021,Colorado,Female,65-74 years,604.0,4089.0,552.0,0.0
2021,Colorado,Female,75-84 years,612.0,5295.0,539.0,0.0
2021,Colorado,Female,85 years and over,689.0,7734.0,540.0,0.0
2022,Colorado,Male,Under 1 year,0.0,183.0,0.0,0.0
2022,Colorado,Male,1-4 years,0.0,28.0,0.0,0.0
2022,Colorado,Male,5-14 years,0.0,71.0,0.0,0.0
2022,Colorado,Male,15-24 years,0.0,550.0,13.0,0.0
2022,Colorado,Male,25-34 years,31.0,1104.0,32.0,0.0
2022,Colorado,Male,35-44 years,72.0,1391.0,50.0,0.0
2022,Colorado,Male,45-54 years,104.0,1829.0,114.0,0.0
2022,Colorado,Male,55-64 years,280.0,3603.0,305.0,14.0
2022,Colorado,Male,65-74 years,437.0,5428.0,502.0,10.0
2022,Colorado,Male,75-84 years,500.0,5857.0,576.0,16.0
2022,Colorado,Male,85 years and over,468.0,5419.0,456.0,17.0
2022,Colorado,Female,Under 1 year,0.0,143.0,0.0,0.0
2022,Colorado,Female,1-4 years,0.0,30.0,0.0,0.0
2022,Colorado,Female,5-14 years,0.0,56.0,0.0,0.0
2022,Colorado,Female,15-24 years,0.0,210.0,0.0,0.0
2022,Colorado,Female,25-34 years,15.0,438.0,19.0,0.0
2022,Colorado,Female,35-44 years,26.0,625.0,39.0,0.0
2022,Colorado,Female,45-54 years,74.0,984.0,76.0,0.0
2022,Colorado,Female,55-64 years,142.0,2177.0,162.0,13.0
2022,Colorado,Female,65-74 years,314.0,4030.0,326.0,25.0
2022,Colorado,Female,75-84 years,383.0,5555.0,418.0,24.0
2022,Colorado,Female,85 years and over,550.0,7948.0,474.0,40.0
2023,Colorado,Male,Under 1 year,0.0,100.0,0.0,0.0
2023,Colorado,Male,1-4 years,0.0,23.0,0.0,0.0
2023,Colorado,Male,5-14 years,0.0,46.0,0.0,0.0
2023,Colorado,Male,15-24 years,0.0,357.0,0.0,0.0
2023,Colorado,Male,25-34 years,0.0,725.0,13.0,0.0
2023,Colorado,Male,35-44 years,10.0,956.0,29.0,0.0
2023,Colorado,Male,45-54 years,10.0,1178.0,36.0,0.0
2023,Colorado,Male,55-64 years,24.0,2226.0,106.0,0.0
2023,Colorado,Male,65-74 years,66.0,3631.0,191.0,0.0
2023,Colorado,Male,75-84 years,132.0,4099.0,287.0,0.0
2023,Colorado,Male,85 years and over,134.0,3661.0,230.0,0.0
2023,Colorado,Female,Under 1 year,0.0,84.0,0.0,0.0
2023,Colorado,Female,1-4 years,0.0,13.0,0.0,0.0
2023,Colorado,Female,5-14 years,0.0,29.0,0.0,0.0
2023,Colorado,Female,15-24 years,0.0,124.0,0.0,0.0
2023,Colorado,Female,25-34 years,0.0,228.0,0.0,0.0
2023,Colorado,Female,35-44 years,0.0,399.0,15.0,0.0
2023,Colorado,Female,45-54 years,0.0,611.0,25.0,0.0
2023,Colorado,Female,55-64 years,20.0,1418.0,75.0,0.0
2023,Colorado,Female,65-74 years,50.0,2609.0,178.0,0.0
2023,Colorado,Female,75-84 years,92.0,3750.0,208.0,10.0
2023,Colorado,Female,85 years and over,128.0,5441.0,222.0,0.0
2020,Connecticut,Male,Under 1 year,0.0,90.0,0.0,0.0
2020,Connecticut,Male,1-4 years,0.0,10.0,0.0,0.0
2020,Connecticut,Male,5-14 years,0.0,19.0,0.0,0.0
2020,Connecticut,Male,15-24 years,0.0,198.0,0.0,0.0
2020,Connecticut,Male,25-34 years,13.0,527.0,0.0,0.0
2020,Connecticut,Male,35-44 years,28.0,640.0,21.0,0.0
2020,Connecticut,Male,45-54 years,115.0,1221.0,52.0,0.0
2020,Connecticut,Male,55-64 years,346.0,2656.0,182.0,0.0
2020,Connecticut,Male,65-74 years,653.0,3652.0,367.0,14.0
2020,Connecticut,Male,75-84 years,856.0,4549.0,439.0,11.0
2020,Connecticut,Male,85 years and over,1046.0,5458.0,589.0,10.0
2020,Connecticut,Female,Under 1 year,0.0,55.0,0.0,0.0
2020,Connecticut,Female,1-4 years,0.0,11.0,0.0,0.0
2020,Connecticut,Female,5-14 years,0.0,15.0,0.0,0.0
2020,Connecticut,Female,15-24 years,0.0,68.0,0.0,0.0
2020,Connecticut,Female,25-34 years,0.0,174.0,0.0,0.0
2020,Connecticut,Female,35-44 years,14.0,317.0,11.0,0.0
2020,Connecticut,Female,45-54 years,44.0,631.0,34.0,0.0
2020,Connecticut,Female,55-64 years,190.0,1597.0,119.0,0.0
2020,Connecticut,Female,65-74 years,429.0,2689.0,263.0,0.0
2020,Connecticut,Female,75-84 years,798.0,4404.0,388.0,15.0
2020,Connecticut,Female,85 years and over,1756.0,9125.0,697.0,13.0
2021,Connecticut,Male,Under 1 year,0.0,98.0,0.0,0.0
2021,Connecticut,Male,1-4 years,0.0,15.0,0.0,0.0
2021,Connecticut,Male,5-14 years,0.0,18.0,0.0,0.0
2021,Connecticut,Male,15-24 years,0.0,188.0,0.0,0.0
2021,Connecticut,Male,25-34 years,20.0,463.0,0.0,0.0
2021,Connecticut,Male,35-44 years,58.0,751.0,34.0,0.0
2021,Connecticut,Male,45-54 years,122.0,1116.0,76.0,0.0
2021,Connecticut,Male,55-64 years,265.0,2712.0,213.0,0.0
2021,Connecticut,Male,65-74 years,363.0,3457.0,337.0,0.0
2021,Connecticut,Male,75-84 years,425.0,4257.0,408.0,0.0
2021,Connecticut,Male,85 years and over,424.0,4841.0,433.0,0.0
2021,Connecticut,Female,Under 1 year,0.0,64.0,0.0,0.0
2021,Connecticut,Female,1-4 years,0.0,0.0,0.0,0.0
2021,Connecticut,Female,5-14 years,0.0,16.0,0.0,0.0
2021,Connecticut,Female,15-24 years,0.0,85.0,0.0,0.0
2021,Connecticut,Female,25-34 years,15.0,209.0,14.0,0.0
2021,Connecticut,Female,35-44 years,25.0,311.0,15.0,0.0
2021,Connecticut,Female,45-54 years,61.0,651.0,41.0,0.0
2021,Connecticut,Female,55-64 years,163.0,1584.0,145.0,0.0
2021,Connecticut,Female,65-74 years,238.0,2523.0,215.0,0.0
2021,Connecticut,Female,75-84 years,367.0,3991.0,358.0,0.0
2021,Connecticut,Female,85 years and over,597.0,7396.0,492.0,0.0
2022,Connecticut,Male,Under 1 year,0.0,91.0,0.0,0.0
2022,Connecticut,Male,1-4 years,0.0,10.0,0.0,0.0
2022,Connecticut,Male,5-14 years,0.0,26.0,0.0,0.0
2022,Connecticut,Male,15-24 years,0.0,195.0,0.0,0.0
2022,Connecticut,Male,25-34 years,12.0,463.0,0.0,0.0
2022,Connecticut,Male,35-44 years,29.0,682.0,15.0,0.0
2022,Connecticut,Male,45-54 years,58.0,1042.0,67.0,0.0
2022,Connecticut,Male,55-64 years,191.0,2392.0,190.0,0.0
2022,Connecticut,Male,65-74 years,266.0,3484.0,312.0,0.0
2022,Connecticut,Male,75-84 years,382.0,4352.0,456.0,12.0
2022,Connecticut,Male,85 years and over,460.0,4915.0,533.0,0.0
2022,Connecticut,Female,Under 1 year,0.0,55.0,0.0,0.0
2022,Connecticut,Female,1-4 years,0.0,14.0,0.0,0.0
2022,Connecticut,Female,5-14 years,0.0,17.0,0.0,0.0
2022,Connecticut,Female,15-24 years,0.0,78.0,0.0,0.0
2022,Connecticut,Female,25-34 years,0.0,182.0,0.0,0.0
2022,Connecticut,Female,35-44 years,22.0,363.0,15.0,0.0
2022,Connecticut,Female,45-54 years,40.0,563.0,32.0,0.0
2022,Connecticut,Female,55-64 years,115.0,1519.0,140.0,0.0
2022,Connecticut,Female,65-74 years,195.0,2572.0,221.0,0.0
2022,Connecticut,Female,75-84 years,276.0,4114.0,315.0,13.0
2022,Connecticut,Female,85 years and over,511.0,7848.0,556.0,20.0
2023,Connecticut,Male,Under 1 year,0.0,57.0,0.0,0.0
2023,Connecticut,Male,1-4 years,0.0,11.0,0.0,0.0
2023,Connecticut,Male,5-14 years,0.0,0.0,0.0,0.0
2023,Connecticut,Male,15-24 years,0.0,109.0,0.0,0.0
2023,Connecticut,Male,25-34 years,0.0,275.0,0.0,0.0
2023,Connecticut,Male,35-44 years,0.0,452.0,0.0,0.0
2023,Connecticut,Male,45-54 years,0.0,660.0,23.0,0.0
2023,Connecticut,Male,55-64 years,15.0,1520.0,67.0,0.0
2023,Connecticut,Male,65-74 years,44.0,2241.0,185.0,0.0
2023,Connecticut,Male,75-84 years,72.0,2841.0,268.0,0.0
2023,Connecticut,Male,85 years and over,122.0,3179.0,307.0,0.0
2023,Connecticut,Female,Under 1 year,0.0,43.0,0.0,0.0
2023,Connecticut,Female,1-4 years,0.0,0.0,0.0,0.0
2023,Connecticut,Female,5-14 years,0.0,10.0,0.0,0.0
2023,Connecticut,Female,15-24 years,0.0,40.0,0.0,0.0
2023,Connecticut,Female,25-34 years,0.0,94.0,0.0,0.0
2023,Connecticut,Female,35-44 years,0.0,212.0,12.0,0.0
2023,Connecticut,Female,45-54 years,0.0,357.0,11.0,0.0
2023,Connecticut,Female,55-64 years,19.0,917.0,55.0,0.0
2023,Connecticut,Female,65-74 years,38.0,1713.0,126.0,0.0
2023,Connecticut,Female,75-84 years,68.0,2812.0,205.0,0.0
2023,Connecticut,Female,85 years and over,146.0,5113.0,333.0,11.0
2020,District of Columbia,Female,55-64 years,73.0,567.0,93.0,0.0
2020,Delaware,Male,Under 1 year,0.0,35.0,0.0,0.0
2020,Delaware,Male,1-4 years,0.0,0.0,0.0,0.0
2020,Delaware,Male,5-14 years,0.0,0.0,0.0,0.0
2020,Delaware,Male,15-24 years,0.0,85.0,0.0,0.0
2020,Delaware,Male,25-34 years,0.0,189.0,0.0,0.0
2020,Delaware,Male,35-44 years,0.0,196.0,0.0,0.0
2020,Delaware,Male,45-54 years,21.0,367.0,21.0,0.0
2020,Delaware,Male,55-64 years,72.0,804.0,69.0,0.0
2020,Delaware,Male,65-74 years,137.0,1259.0,128.0,0.0
2020,Delaware,Male,75-84 years,168.0,1438.0,136.0,0.0
2020,Delaware,Male,85 years and over,135.0,1266.0,102.0,0.0
2020,Delaware,Female,Under 1 year,0.0,32.0,0.0,0.0
2020,Delaware,Female,1-4 years,0.0,0.0,0.0,0.0
2020,Delaware,Female,5-14 years,0.0,10.0,0.0,0.0
2020,Delaware,Female,15-24 years,0.0,32.0,0.0,0.0
2020,Delaware,Female,25-34 years,0.0,46.0,0.0,0.0
2020,Delaware,Female,35-44 years,0.0,119.0,0.0,0.0
2020,Delaware,Female,45-54 years,24.0,199.0,22.0,0.0
2020,Delaware,Female,55-64 years,47.0,536.0,48.0,0.0
2020,Delaware,Female,65-74 years,82.0,970.0,95.0,0.0
2020,Delaware,Female,75-84 years,142.0,1344.0,129.0,0.0
2020,Delaware,Female,85 years and over,247.0,2043.0,145.0,0.0
2021,Delaware,Male,Under 1 year,0.0,32.0,0.0,0.0
2021,Delaware,Male,1-4 years,0.0,0.0,0.0,0.0
2021,Delaware,Male,5-14 years,0.0,11.0,0.0,0.0
2021,Delaware,Male,15-24 years,0.0,87.0,0.0,0.0
2021,Delaware,Male,25-34 years,0.0,153.0,0.0,0.0
2021,Delaware,Male,35-44 years,12.0,246.0,13.0,0.0
2021,Delaware,Male,45-54 years,55.0,396.0,38.0,0.0
2021,Delaware,Male,55-64 years,107.0,935.0,103.0,0.0
2021,Delaware,Male,65-74 years,153.0,1387.0,154.0,0.0
2021,Delaware,Male,75-84 years,204.0,1507.0,196.0,0.0
2021,Delaware,Male,85 years and over,133.0,1314.0,104.0,0.0
2021,Delaware,Female,Under 1 year,0.0,36.0,0.0,0.0
2021,Delaware,Female,1-4 years,0.0,0.0,0.0,0.0
2021,Delaware,Female,5-14 years,0.0,12.0,0.0,0.0
2021,Delaware,Female,15-24 years,0.0,27.0,0.0,0.0
2021,Delaware,Female,25-34 years,0.0,93.0,0.0,0.0
2021,Delaware,Female,35-44 years,0.0,144.0,12.0,0.0
2021,Delaware,Female,45-54 years,29.0,214.0,27.0,0.0
2021,Delaware,Female,55-64 years,76.0,603.0,78.0,0.0
2021,Delaware,Female,65-74 years,144.0,1059.0,148.0,0.0
2021,Delaware,Female,75-84 years,153.0,1343.0,133.0,0.0
2021,Delaware,Female,85 years and over,180.0,1704.0,126.0,0.0
2022,Delaware,Male,Under 1 year,0.0,59.0,0.0,0.0
2022,Delaware,Male,1-4 years,0.0,11.0,0.0,0.0
2022,Delaware,Male,5-14 years,0.0,12.0,0.0,0.0
2022,Delaware,Male,15-24 years,0.0,71.0,0.0,0.0
2022,Delaware,Male,25-34 years,0.0,172.0,0.0,0.0
2022,Delaware,Male,35-44 years,16.0,244.0,14.0,0.0
2022,Delaware,Male,45-54 years,20.0,388.0,22.0,0.0
2022,Delaware,Male,55-64 years,60.0,879.0,66.0,0.0
2021,District of Columbia,Male,75-84 years,74.0,683.0,83.0,0.0
2022,Delaware,Male,65-74 years,115.0,1362.0,131.0,0.0
2022,Delaware,Male,75-84 years,156.0,1561.0,166.0,0.0
2022,Delaware,Male,85 years and over,112.0,1208.0,104.0,0.0
2022,Delaware,Female,Under 1 year,0.0,38.0,0.0,0.0
2022,Delaware,Female,1-4 years,0.0,13.0,0.0,0.0
2022,Delaware,Female,5-14 years,0.0,14.0,0.0,0.0
2022,Delaware,Female,15-24 years,0.0,36.0,0.0,0.0
2022,Delaware,Female,25-34 years,0.0,69.0,0.0,0.0
2022,Delaware,Female,35-44 years,0.0,126.0,11.0,0.0
2022,Delaware,Female,45-54 years,19.0,232.0,11.0,0.0
2022,Delaware,Female,55-64 years,49.0,562.0,63.0,0.0
2022,Delaware,Female,65-74 years,80.0,1070.0,119.0,0.0
2022,Delaware,Female,75-84 years,104.0,1465.0,128.0,0.0
2022,Delaware,Female,85 years and over,118.0,1789.0,111.0,0.0
