Year,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
2021,Nevada,Male,Under 1 year,0.0,90.0,0.0,0.0
2021,Nevada,Male,1-4 years,0.0,21.0,0.0,0.0
2021,Nevada,Male,5-14 years,0.0,37.0,0.0,0.0
2021,Nevada,Male,15-24 years,12.0,294.0,11.0,0.0
2021,Nevada,Male,25-34 years,52.0,632.0,58.0,0.0
2021,Nevada,Male,35-44 years,159.0,879.0,148.0,0.0
2021,Nevada,Male,45-54 years,402.0,1600.0,347.0,0.0
2021,Nevada,Male,55-64 years,646.0,3150.0,632.0,0.0
2021,Nevada,Male,65-74 years,948.0,4909.0,1017.0,0.0
2021,Nevada,Male,75-84 years,825.0,4847.0,892.0,0.0
2021,Nevada,Male,85 years and over,421.0,2980.0,472.0,0.0
2021,Nevada,Female,Under 1 year,0.0,92.0,0.0,0.0
2021,Nevada,Female,1-4 years,0.0,12.0,0.0,0.0
2021,Nevada,Female,5-14 years,0.0,24.0,0.0,0.0
2021,Nevada,Female,15-24 years,0.0,95.0,0.0,0.0
2021,Nevada,Female,25-34 years,45.0,277.0,38.0,0.0
2021,Nevada,Female,35-44 years,80.0,487.0,91.0,0.0
2021,Nevada,Female,45-54 years,199.0,876.0,200.0,0.0
2021,Nevada,Female,55-64 years,373.0,1879.0,395.0,0.0
2021,Nevada,Female,65-74 years,549.0,3073.0,623.0,0.0
2021,Nevada,Female,75-84 years,540.0,3938.0,602.0,0.0
2021,Nevada,Female,85 years and over,384.0,3755.0,399.0,0.0
2022,Nevada,Male,Under 1 year,0.0,87.0,0.0,0.0
2022,Nevada,Male,1-4 years,0.0,23.0,0.0,0.0
2022,Nevada,Male,5-14 years,0.0,36.0,0.0,0.0
2022,Nevada,Male,15-24 years,0.0,245.0,10.0,0.0
2022,Nevada,Male,25-34 years,12.0,541.0,15.0,0.0
2022,Nevada,Male,35-44 years,41.0,838.0,61.0,0.0
2022,Nevada,Male,45-54 years,77.0,1232.0,104.0,0.0
2022,Nevada,Male,55-64 years,187.0,2702.0,262.0,10.0
2022,Nevada,Male,65-74 years,454.0,4474.0,606.0,16.0
2022,Nevada,Male,75-84 years,498.0,4786.0,674.0,13.0
2022,Nevada,Male,85 years and over,311.0,3066.0,397.0,0.0
2022,Nevada,Female,Under 1 year,0.0,67.0,0.0,0.0
2022,Nevada,Female,1-4 years,0.0,19.0,0.0,0.0
2022,Nevada,Female,5-14 years,0.0,26.0,0.0,0.0
2022,Nevada,Female,15-24 years,0.0,103.0,0.0,0.0
2022,Nevada,Female,25-34 years,12.0,234.0,14.0,0.0
2022,Nevada,Female,35-44 years,27.0,438.0,43.0,0.0
2022,Nevada,Female,45-54 years,70.0,750.0,98.0,0.0
2022,Nevada,Female,55-64 years,143.0,1643.0,211.0,0.0
2022,Nevada,Female,65-74 years,263.0,2892.0,407.0,11.0
2022,Nevada,Female,75-84 years,329.0,3958.0,444.0,0.0
2022,Nevada,Female,85 years and over,275.0,3870.0,337.0,13.0
2023,Nevada,Male,Under 1 year,0.0,67.0,0.0,0.0
2023,Nevada,Male,1-4 years,0.0,20.0,0.0,0.0
2023,Nevada,Male,5-14 years,0.0,19.0,0.0,0.0
2023,Nevada,Male,15-24 years,0.0,157.0,0.0,0.0
2023,Nevada,Male,25-34 years,0.0,375.0,0.0,0.0
2023,Nevada,Male,35-44 years,0.0,620.0,25.0,0.0
2023,Nevada,Male,45-54 years,0.0,813.0,41.0,0.0
2023,Nevada,Male,55-64 years,12.0,1665.0,109.0,0.0
2023,Nevada,Male,65-74 years,54.0,2727.0,230.0,0.0
2023,Nevada,Male,75-84 years,74.0,3052.0,301.0,0.0
2023,Nevada,Male,85 years and over,55.0,1952.0,131.0,0.0
2023,Nevada,Female,Under 1 year,0.0,49.0,0.0,0.0
2023,Nevada,Female,1-4 years,0.0,11.0,0.0,0.0
2023,Nevada,Female,5-14 years,0.0,21.0,0.0,0.0
2023,Nevada,Female,15-24 years,0.0,54.0,0.0,0.0
2023,Nevada,Female,25-34 years,0.0,150.0,0.0,0.0
2023,Nevada,Female,35-44 years,0.0,269.0,20.0,0.0
2023,Nevada,Female,45-54 years,0.0,445.0,27.0,0.0
2023,Nevada,Female,55-64 years,13.0,1013.0,71.0,0.0
2023,Nevada,Female,65-74 years,40.0,1753.0,133.0,0.0
2023,Nevada,Female,75-84 years,49.0,2528.0,182.0,0.0
2023,Nevada,Female,85 years and over,60.0,2468.0,149.0,0.0
2020,New Hampshire,Male,Under 1 year,0.0,26.0,0.0,0.0
2020,New Hampshire,Male,1-4 years,0.0,0.0,0.0,0.0
2020,New Hampshire,Male,5-14 years,0.0,0.0,0.0,0.0
2020,New Hampshire,Male,15-24 years,0.0,72.0,0.0,0.0
2020,New Hampshire,Male,25-34 years,0.0,165.0,0.0,0.0
2020,New Hampshire,Male,35-44 years,0.0,221.0,0.0,0.0
2020,New Hampshire,Male,45-54 years,12.0,408.0,17.0,0.0
2020,New Hampshire,Male,55-64 years,25.0,943.0,46.0,0.0
2020,New Hampshire,Male,65-74 years,76.0,1516.0,99.0,0.0
2020,New Hampshire,Male,75-84 years,138.0,1723.0,141.0,0.0
2020,New Hampshire,Male,85 years and over,162.0,1878.0,132.0,0.0
2020,New Hampshire,Female,Under 1 year,0.0,21.0,0.0,0.0
2020,New Hampshire,Female,1-4 years,0.0,0.0,0.0,0.0
2020,New Hampshire,Female,5-14 years,0.0,0.0,0.0,0.0
2020,New Hampshire,Female,15-24 years,0.0,27.0,0.0,0.0
2020,New Hampshire,Female,25-34 years,0.0,80.0,0.0,0.0
2020,New Hampshire,Female,35-44 years,0.0,98.0,0.0,0.0
2020,New Hampshire,Female,45-54 years,0.0,227.0,0.0,0.0
2020,New Hampshire,Female,55-64 years,0.0,569.0,19.0,0.0
2020,New Hampshire,Female,65-74 years,51.0,1051.0,77.0,0.0
2020,New Hampshire,Female,75-84 years,105.0,1598.0,107.0,0.0
2020,New Hampshire,Female,85 years and over,244.0,2866.0,164.0,0.0
2021,New Hampshire,Male,1-4 years,0.0,0.0,0.0,0.0
2021,New Hampshire,Male,5-14 years,0.0,11.0,0.0,0.0
2021,New Hampshire,Male,15-24 years,0.0,68.0,0.0,0.0
2021,New Hampshire,Male,25-34 years,0.0,182.0,0.0,0.0
2021,New Hampshire,Male,35-44 years,17.0,239.0,13.0,0.0
2021,New Hampshire,Male,45-54 years,36.0,419.0,20.0,0.0
2021,New Hampshire,Male,55-64 years,95.0,1061.0,75.0,0.0
2021,New Hampshire,Male,65-74 years,161.0,1696.0,157.0,0.0
2021,New Hampshire,Male,75-84 years,183.0,1823.0,164.0,0.0
2021,New Hampshire,Male,85 years and over,153.0,1689.0,149.0,0.0
2021,New Hampshire,Female,Under 1 year,0.0,26.0,0.0,0.0
2021,New Hampshire,Female,1-4 years,0.0,0.0,0.0,0.0
2021,New Hampshire,Female,5-14 years,0.0,0.0,0.0,0.0
2021,New Hampshire,Female,15-24 years,0.0,22.0,0.0,0.0
2021,New Hampshire,Female,25-34 years,0.0,92.0,0.0,0.0
2021,New Hampshire,Female,35-44 years,10.0,129.0,0.0,0.0
2021,New Hampshire,Female,45-54 years,15.0,244.0,22.0,0.0
2021,New Hampshire,Female,55-64 years,37.0,631.0,47.0,0.0
2021,New Hampshire,Female,65-74 years,104.0,1134.0,92.0,0.0
2021,New Hampshire,Female,75-84 years,140.0,1694.0,133.0,0.0
2021,New Hampshire,Female,85 years and over,240.0,2668.0,165.0,0.0
2022,New Hampshire,Male,Under 1 year,0.0,20.0,0.0,0.0
2022,New Hampshire,Male,1-4 years,0.0,0.0,0.0,0.0
2022,New Hampshire,Male,5-14 years,0.0,10.0,0.0,0.0
2022,New Hampshire,Male,15-24 years,0.0,63.0,0.0,0.0
2022,New Hampshire,Male,25-34 years,0.0,195.0,0.0,0.0
2022,New Hampshire,Male,35-44 years,0.0,270.0,0.0,0.0
2022,New Hampshire,Male,45-54 years,17.0,421.0,21.0,0.0
2022,New Hampshire,Male,55-64 years,61.0,1098.0,70.0,0.0
2022,New Hampshire,Male,65-74 years,108.0,1666.0,109.0,0.0
2021,New Mexico,Male,85 years and over,265.0,2410.0,275.0,0.0
2022,New Hampshire,Male,75-84 years,121.0,1929.0,148.0,0.0
2022,New Hampshire,Male,85 years and over,128.0,1796.0,121.0,0.0
2022,New Hampshire,Female,Under 1 year,0.0,10.0,0.0,0.0
2022,New Hampshire,Female,1-4 years,0.0,0.0,0.0,0.0
2022,New Hampshire,Female,5-14 years,0.0,0.0,0.0,0.0
2022,New Hampshire,Female,15-24 years,0.0,27.0,0.0,0.0
2022,New Hampshire,Female,25-34 years,0.0,97.0,0.0,0.0
2022,New Hampshire,Female,35-44 years,0.0,116.0,0.0,0.0
2022,New Hampshire,Female,45-54 years,15.0,226.0,13.0,0.0
2022,New Hampshire,Female,55-64 years,32.0,647.0,48.0,0.0
2022,New Hampshire,Female,65-74 years,71.0,1165.0,86.0,0.0
2022,New Hampshire,Female,75-84 years,101.0,1814.0,111.0,0.0
2022,New Hampshire,Female,85 years and over,153.0,2730.0,150.0,0.0
2023,New Hampshire,Male,Under 1 year,0.0,0.0,0.0,0.0
2023,New Hampshire,Male,1-4 years,0.0,0.0,0.0,0.0
2023,New Hampshire,Male,5-14 years,0.0,0.0,0.0,0.0
2023,New Hampshire,Male,15-24 years,0.0,47.0,0.0,0.0
2023,New Hampshire,Male,25-34 years,0.0,132.0,0.0,0.0
2023,New Hampshire,Male,35-44 years,0.0,173.0,0.0,0.0
2023,New Hampshire,Male,45-54 years,0.0,297.0,0.0,0.0
2023,New Hampshire,Male,55-64 years,0.0,667.0,21.0,0.0
2023,New Hampshire,Male,65-74 years,22.0,1145.0,61.0,0.0
2023,New Hampshire,Male,75-84 years,44.0,1403.0,96.0,0.0
2023,New Hampshire,Male,85 years and over,52.0,1269.0,83.0,0.0
2023,New Hampshire,Female,Under 1 year,0.0,0.0,0.0,0.0
2023,New Hampshire,Female,1-4 years,0.0,0.0,0.0,0.0
2023,New Hampshire,Female,5-14 years,0.0,0.0,0.0,0.0
2023,New Hampshire,Female,15-24 years,0.0,20.0,0.0,0.0
2023,New York,Female,75-84 years,268.0,9273.0,767.0,25.0
2023,New Hampshire,Female,25-34 years,0.0,34.0,0.0,0.0
2023,New Hampshire,Female,35-44 years,0.0,93.0,0.0,0.0
2023,New Hampshire,Female,45-54 years,0.0,153.0,0.0,0.0
2023,New Hampshire,Female,55-64 years,0.0,416.0,15.0,0.0
2023,New Hampshire,Female,65-74 years,16.0,812.0,45.0,0.0
2023,New Hampshire,Female,75-84 years,36.0,1261.0,63.0,0.0
2023,New Hampshire,Female,85 years and over,60.0,1939.0,106.0,0.0
2020,New Jersey,Male,Under 1 year,0.0,174.0,0.0,0.0
2020,New Jersey,Male,1-4 years,0.0,38.0,0.0,0.0
2020,New Jersey,Male,5-14 years,0.0,34.0,0.0,0.0
2020,New Jersey,Male,15-24 years,14.0,411.0,12.0,0.0
2020,New Jersey,Male,25-34 years,91.0,1211.0,58.0,0.0
2020,New Jersey,Male,35-44 years,246.0,1720.0,162.0,0.0
2020,New Jersey,Male,45-54 years,697.0,3373.0,454.0,13.0
2020,New Jersey,Male,55-64 years,1577.0,7303.0,1107.0,11.0
2020,New Jersey,Male,65-74 years,2305.0,10125.0,1695.0,17.0
2020,New Jersey,Male,75-84 years,2591.0,11792.0,2009.0,21.0
2020,New Jersey,Male,85 years and over,2359.0,12407.0,1853.0,24.0
2020,New Jersey,Female,Under 1 year,0.0,153.0,0.0,0.0
2020,New Jersey,Female,1-4 years,0.0,23.0,0.0,0.0
2020,New Jersey,Female,5-14 years,0.0,32.0,0.0,0.0
2020,New Jersey,Female,15-24 years,0.0,155.0,0.0,0.0
2020,New Jersey,Female,25-34 years,42.0,443.0,32.0,0.0
2020,New Jersey,Female,35-44 years,87.0,788.0,63.0,0.0
2020,New Jersey,Female,45-54 years,247.0,1708.0,201.0,0.0
2020,New Jersey,Female,55-64 years,743.0,4317.0,530.0,0.0
2020,New Jersey,Female,65-74 years,1302.0,7197.0,966.0,0.0
2020,New Jersey,Female,75-84 years,2183.0,11301.0,1655.0,12.0
2020,New Jersey,Female,85 years and over,3670.0,20844.0,2485.0,30.0
2021,New Jersey,Male,Under 1 year,0.0,169.0,0.0,0.0
2021,New Jersey,Male,1-4 years,0.0,27.0,0.0,0.0
2021,New Jersey,Male,5-14 years,0.0,51.0,0.0,0.0
2021,New Jersey,Male,15-24 years,11.0,426.0,12.0,0.0
2021,New Jersey,Male,25-34 years,69.0,1124.0,51.0,0.0
2021,New Jersey,Male,35-44 years,157.0,1722.0,121.0,0.0
2021,New Jersey,Male,45-54 years,423.0,3039.0,303.0,0.0
2021,New Jersey,Male,55-64 years,929.0,6380.0,766.0,0.0
2021,New Jersey,Male,65-74 years,1290.0,8977.0,1088.0,0.0
2021,New Jersey,Male,75-84 years,1342.0,10213.0,1257.0,0.0
2021,New Jersey,Male,85 years and over,1116.0,10442.0,1185.0,0.0
2021,New Jersey,Female,Under 1 year,0.0,127.0,0.0,0.0
2021,New Jersey,Female,1-4 years,0.0,29.0,0.0,0.0
2023,New York,Female,85 years and over,561.0,15795.0,1205.0,47.0
2021,New Jersey,Female,5-14 years,0.0,34.0,0.0,0.0
2021,New Jersey,Female,15-24 years,0.0,150.0,0.0,0.0
2021,New Jersey,Female,25-34 years,35.0,469.0,35.0,0.0
2021,New Jersey,Female,35-44 years,86.0,822.0,70.0,0.0
2021,New Jersey,Female,45-54 years,229.0,1713.0,185.0,0.0
2021,New Jersey,Female,55-64 years,577.0,4016.0,466.0,0.0
2021,New Jersey,Female,65-74 years,930.0,6789.0,808.0,0.0
2021,New Jersey,Female,75-84 years,1077.0,9861.0,1005.0,0.0
2021,New Jersey,Female,85 years and over,1320.0,17017.0,1274.0,0.0
2022,New Jersey,Male,Under 1 year,0.0,175.0,0.0,0.0
2022,New Jersey,Male,1-4 years,0.0,24.0,0.0,0.0
2022,New Jersey,Male,5-14 years,0.0,35.0,0.0,0.0
2022,New Jersey,Male,15-24 years,0.0,400.0,15.0,0.0
2022,New Jersey,Male,25-34 years,26.0,1059.0,29.0,0.0
2022,New Jersey,Male,35-44 years,63.0,1524.0,42.0,0.0
2022,New Jersey,Male,45-54 years,158.0,2592.0,131.0,0.0
2022,New Jersey,Male,55-64 years,445.0,5806.0,427.0,0.0
2022,New Jersey,Male,65-74 years,728.0,8500.0,728.0,0.0
2022,New Jersey,Male,75-84 years,978.0,10303.0,1033.0,19.0
2022,New Jersey,Male,85 years and over,1079.0,10559.0,981.0,22.0
2022,New Jersey,Female,Under 1 year,0.0,132.0,0.0,0.0
2022,New Jersey,Female,1-4 years,0.0,23.0,0.0,0.0
2022,New Jersey,Female,5-14 years,0.0,37.0,0.0,0.0
2022,New Jersey,Female,15-24 years,0.0,145.0,0.0,0.0
2022,New Jersey,Female,25-34 years,18.0,403.0,14.0,0.0
2022,New Jersey,Female,35-44 years,46.0,761.0,41.0,0.0
2022,New Jersey,Female,45-54 years,106.0,1527.0,106.0,0.0
2022,New Jersey,Female,55-64 years,296.0,3779.0,290.0,0.0
2022,New Jersey,Female,65-74 years,541.0,6353.0,527.0,12.0
2023,New Jersey,Male,Under 1 year,0.0,130.0,0.0,0.0
2023,New Jersey,Male,1-4 years,0.0,21.0,0.0,0.0
2023,New Jersey,Male,5-14 years,0.0,47.0,0.0,0.0
2023,New Jersey,Male,15-24 years,0.0,269.0,0.0,0.0
2023,New Jersey,Male,25-34 years,0.0,631.0,11.0,0.0
2023,New Jersey,Male,35-44 years,0.0,1024.0,24.0,0.0
2023,New Jersey,Male,45-54 years,16.0,1635.0,54.0,0.0
2023,New Jersey,Male,55-64 years,41.0,3616.0,139.0,0.0
2023,New Jersey,Male,65-74 years,134.0,5336.0,316.0,0.0
2023,New Jersey,Male,75-84 years,203.0,6811.0,460.0,0.0
2023,New Jersey,Male,85 years and over,258.0,6817.0,465.0,14.0
2023,New Jersey,Female,Under 1 year,0.0,80.0,0.0,0.0
2023,New Jersey,Female,1-4 years,0.0,25.0,0.0,0.0
2023,New Jersey,Female,5-14 years,0.0,31.0,0.0,0.0
2023,New Jersey,Female,15-24 years,0.0,95.0,0.0,0.0
2023,New Jersey,Female,25-34 years,0.0,263.0,13.0,0.0
2023,New Jersey,Female,35-44 years,0.0,513.0,20.0,0.0
2023,New Jersey,Female,45-54 years,14.0,921.0,47.0,0.0
2023,New Jersey,Female,55-64 years,42.0,2392.0,122.0,0.0
2023,New Jersey,Female,65-74 years,90.0,4116.0,203.0,12.0
2023,New Jersey,Female,75-84 years,178.0,6653.0,369.0,11.0
2023,New Jersey,Female,85 years and over,354.0,11264.0,579.0,13.0
2020,New Mexico,Male,Under 1 year,0.0,51.0,0.0,0.0
2020,New Mexico,Male,1-4 years,0.0,14.0,0.0,0.0
2020,New Mexico,Male,5-14 years,0.0,30.0,0.0,0.0
2020,New Mexico,Male,15-24 years,0.0,220.0,0.0,0.0
2020,New Mexico,Male,25-34 years,40.0,586.0,35.0,0.0
2020,New Mexico,Male,35-44 years,73.0,739.0,64.0,0.0
2020,New Mexico,Male,45-54 years,129.0,977.0,128.0,0.0
2020,New Mexico,Male,55-64 years,261.0,1961.0,232.0,0.0
2020,New Mexico,Male,65-74 years,395.0,2674.0,347.0,0.0
2020,New Mexico,Male,75-84 years,401.0,2834.0,359.0,0.0
2020,New Mexico,Male,85 years and over,298.0,2460.0,268.0,0.0
2020,New Mexico,Female,Under 1 year,0.0,41.0,0.0,0.0
2020,New Mexico,Female,1-4 years,0.0,0.0,0.0,0.0
2020,New Mexico,Female,5-14 years,0.0,10.0,0.0,0.0
2020,New Mexico,Female,15-24 years,0.0,85.0,0.0,0.0
2020,New Mexico,Female,25-34 years,21.0,270.0,23.0,0.0
2020,New Mexico,Female,35-44 years,41.0,379.0,43.0,0.0
2020,New Mexico,Female,45-54 years,83.0,592.0,69.0,0.0
2020,New Mexico,Female,55-64 years,166.0,1159.0,164.0,0.0
2020,New Mexico,Female,65-74 years,261.0,1950.0,243.0,0.0
2020,New Mexico,Female,75-84 years,325.0,2549.0,280.0,0.0
2020,New Mexico,Female,85 years and over,384.0,3502.0,267.0,0.0
2021,New Mexico,Male,Under 1 year,0.0,45.0,0.0,0.0
2021,New Mexico,Male,1-4 years,0.0,14.0,0.0,0.0
2021,New Mexico,Male,5-14 years,0.0,29.0,0.0,0.0
2021,New Mexico,Male,15-24 years,15.0,289.0,13.0,0.0
2021,New Mexico,Male,25-34 years,65.0,742.0,57.0,0.0
2021,New Mexico,Male,35-44 years,160.0,959.0,139.0,0.0
2021,New Mexico,Male,45-54 years,272.0,1230.0,214.0,0.0
2021,New Mexico,Male,55-64 years,455.0,2272.0,380.0,0.0
2021,New Mexico,Male,65-74 years,498.0,2881.0,449.0,0.0
2021,New Mexico,Male,75-84 years,411.0,2928.0,358.0,0.0
2021,New Mexico,Female,Under 1 year,0.0,42.0,0.0,0.0
2021,New Mexico,Female,1-4 years,0.0,11.0,0.0,0.0
2021,New Mexico,Female,5-14 years,0.0,24.0,0.0,0.0
2021,New Mexico,Female,15-24 years,0.0,105.0,0.0,0.0
2021,New Mexico,Female,25-34 years,35.0,323.0,27.0,0.0
2021,New Mexico,Female,35-44 years,91.0,465.0,82.0,0.0
2021,New Mexico,Female,45-54 years,147.0,647.0,122.0,0.0
2021,New Mexico,Female,55-64 years,254.0,1278.0,218.0,0.0
2021,New Mexico,Female,65-74 years,403.0,2122.0,331.0,0.0
2021,New Mexico,Female,75-84 years,328.0,2473.0,276.0,0.0
2021,New Mexico,Female,85 years and over,292.0,3303.0,244.0,0.0
2022,New Mexico,Male,Under 1 year,0.0,69.0,0.0,0.0
2022,New Mexico,Male,1-4 years,0.0,10.0,0.0,0.0
2022,New Mexico,Male,5-14 years,0.0,14.0,0.0,0.0
2022,New Mexico,Male,15-24 years,0.0,271.0,0.0,0.0
2022,New Mexico,Male,25-34 years,28.0,624.0,25.0,0.0
2022,New Mexico,Male,35-44 years,66.0,863.0,62.0,0.0
2022,New Mexico,Male,45-54 years,100.0,1009.0,88.0,0.0
2022,New Mexico,Male,55-64 years,161.0,1850.0,171.0,11.0
2022,New Mexico,Male,65-74 years,257.0,2682.0,274.0,0.0
2022,New Mexico,Male,75-84 years,288.0,2820.0,310.0,13.0
2022,New Mexico,Male,85 years and over,246.0,2378.0,271.0,0.0
2022,New Mexico,Female,Under 1 year,0.0,40.0,0.0,0.0
2022,New Mexico,Female,1-4 years,0.0,11.0,0.0,0.0
2022,New Mexico,Female,5-14 years,0.0,15.0,0.0,0.0
2022,New Mexico,Female,15-24 years,0.0,103.0,0.0,0.0
2022,New Mexico,Female,25-34 years,23.0,300.0,17.0,0.0
2022,New Mexico,Female,35-44 years,35.0,379.0,34.0,0.0
2022,New Mexico,Female,45-54 years,53.0,538.0,55.0,0.0
2022,New Mexico,Female,55-64 years,120.0,1125.0,129.0,0.0
2022,New Mexico,Female,65-74 years,174.0,1923.0,219.0,0.0
2022,New Mexico,Female,75-84 years,203.0,2536.0,222.0,13.0
2022,New Mexico,Female,85 years and over,241.0,3316.0,224.0,0.0
2023,New Mexico,Male,Under 1 year,0.0,31.0,0.0,0.0
2023,New Mexico,Male,1-4 years,0.0,0.0,0.0,0.0
2023,New Mexico,Male,5-14 years,0.0,14.0,0.0,0.0
2023,New Mexico,Male,15-24 years,0.0,195.0,0.0,0.0
2023,New Mexico,Male,25-34 years,0.0,371.0,0.0,0.0
2023,New Mexico,Male,35-44 years,0.0,520.0,27.0,0.0
2023,New Mexico,Male,45-54 years,11.0,616.0,33.0,0.0
2023,New Mexico,Male,55-64 years,18.0,1093.0,70.0,0.0
2023,New Mexico,Male,65-74 years,35.0,1684.0,124.0,0.0
2023,New Mexico,Male,75-84 years,51.0,1798.0,134.0,0.0
2023,New Mexico,Male,85 years and over,56.0,1593.0,122.0,0.0
2023,New Mexico,Female,Under 1 year,0.0,23.0,0.0,0.0
2023,New Mexico,Female,1-4 years,0.0,13.0,0.0,0.0
2023,New Mexico,Female,5-14 years,0.0,10.0,0.0,0.0
2023,New Mexico,Female,15-24 years,0.0,66.0,0.0,0.0
2023,New Mexico,Female,25-34 years,0.0,164.0,0.0,0.0
2023,New Mexico,Female,35-44 years,0.0,225.0,21.0,0.0
2023,New Mexico,Female,45-54 years,11.0,295.0,29.0,0.0
2023,New Mexico,Female,55-64 years,15.0,631.0,45.0,0.0
2023,New Mexico,Female,65-74 years,29.0,1204.0,78.0,0.0
2023,New Mexico,Female,75-84 years,56.0,1678.0,128.0,0.0
2023,New Mexico,Female,85 years and over,63.0,2162.0,125.0,0.0
2020,New York,Male,Under 1 year,0.0,263.0,0.0,0.0
2020,New York,Male,1-4 years,0.0,41.0,0.0,0.0
2020,New York,Male,5-14 years,0.0,74.0,0.0,0.0
2020,New York,Male,15-24 years,15.0,611.0,19.0,0.0
2020,New York,Male,25-34 years,63.0,1423.0,65.0,0.0
2020,New York,Male,35-44 years,152.0,1897.0,123.0,0.0
2020,New York,Male,45-54 years,460.0,3463.0,365.0,0.0
2020,New York,Male,55-64 years,1150.0,8290.0,1001.0,23.0
2020,New York,Male,65-74 years,1966.0,12589.0,1800.0,31.0
2020,New York,Male,75-84 years,2315.0,14892.0,2215.0,35.0
2020,New York,Male,85 years and over,2349.0,16541.0,2525.0,36.0
2020,New York,Female,Under 1 year,0.0,214.0,0.0,0.0
2020,New York,Female,1-4 years,0.0,33.0,0.0,0.0
2020,New York,Female,5-14 years,0.0,57.0,0.0,0.0
2020,New York,Female,15-24 years,0.0,228.0,11.0,0.0
2020,New York,Female,25-34 years,27.0,583.0,29.0,0.0
2020,New York,Female,35-44 years,68.0,932.0,58.0,0.0
2020,New York,Female,45-54 years,170.0,1930.0,169.0,0.0
2020,New York,Female,55-64 years,574.0,5255.0,605.0,16.0
2020,New York,Female,65-74 years,1168.0,9269.0,1120.0,23.0
2020,New York,Female,75-84 years,1933.0,13869.0,1770.0,28.0
2020,New York,Female,85 years and over,3777.0,26897.0,3132.0,57.0
2021,New York,Male,Under 1 year,0.0,278.0,0.0,0.0
2021,New York,Male,1-4 years,0.0,44.0,0.0,0.0
2021,New York,Male,5-14 years,0.0,80.0,0.0,0.0
2021,New York,Male,15-24 years,21.0,590.0,22.0,0.0
2021,New York,Male,25-34 years,70.0,1458.0,55.0,0.0
2021,New York,Male,35-44 years,166.0,2013.0,126.0,0.0
2021,New York,Male,45-54 years,458.0,3560.0,347.0,0.0
2021,New York,Male,55-64 years,1203.0,8482.0,1010.0,0.0
2021,New York,Male,65-74 years,1805.0,12742.0,1651.0,0.0
2021,New York,Male,75-84 years,2068.0,14502.0,2071.0,0.0
2021,New York,Male,85 years and over,2077.0,15467.0,2109.0,0.0
2021,New York,Female,Under 1 year,0.0,189.0,0.0,0.0
2021,New York,Female,1-4 years,0.0,33.0,0.0,0.0
2021,New York,Female,5-14 years,0.0,58.0,0.0,0.0
2021,New York,Female,15-24 years,12.0,215.0,0.0,0.0
2021,New York,Female,25-34 years,42.0,607.0,35.0,0.0
2021,New York,Female,35-44 years,104.0,1025.0,73.0,0.0
2021,New York,Female,45-54 years,295.0,2128.0,239.0,0.0
2021,New York,Female,55-64 years,728.0,5229.0,641.0,0.0
2021,New York,Female,65-74 years,1276.0,9428.0,1130.0,0.0
2021,New York,Female,75-84 years,1806.0,13836.0,1628.0,0.0
2021,New York,Female,85 years and over,2662.0,24136.0,2320.0,10.0
2022,New York,Male,Under 1 year,0.0,251.0,0.0,0.0
2022,New York,Male,1-4 years,0.0,58.0,0.0,0.0
2022,New York,Male,5-14 years,0.0,88.0,0.0,0.0
2022,New York,Male,15-24 years,15.0,565.0,12.0,0.0
2022,New York,Male,25-34 years,43.0,1314.0,41.0,0.0
2022,New York,Male,35-44 years,81.0,1979.0,74.0,0.0
2022,New York,Male,45-54 years,222.0,3284.0,210.0,0.0
2022,New York,Male,55-64 years,559.0,7802.0,638.0,19.0
2022,New York,Male,65-74 years,946.0,12050.0,1173.0,27.0
2022,New York,Male,75-84 years,1334.0,14573.0,1632.0,39.0
2022,New York,Male,85 years and over,1535.0,14871.0,1740.0,46.0
2022,New York,Female,Under 1 year,0.0,207.0,0.0,0.0
2022,New York,Female,1-4 years,0.0,35.0,0.0,0.0
2022,New York,Female,5-14 years,0.0,62.0,0.0,0.0
2022,New York,Female,15-24 years,11.0,214.0,0.0,0.0
2022,New York,Female,25-34 years,30.0,594.0,24.0,0.0
2022,New York,Female,35-44 years,72.0,1016.0,63.0,0.0
2022,New York,Female,45-54 years,122.0,1787.0,142.0,0.0
2022,New York,Female,55-64 years,355.0,5050.0,453.0,16.0
2022,New York,Female,65-74 years,761.0,8896.0,861.0,40.0
2022,New York,Female,75-84 years,1074.0,13572.0,1276.0,37.0
2022,New York,Female,85 years and over,1910.0,23725.0,1929.0,87.0
2023,New York,Male,Under 1 year,0.0,159.0,0.0,0.0
2023,New York,Male,1-4 years,0.0,32.0,0.0,0.0
2023,New York,Male,5-14 years,0.0,49.0,0.0,0.0
2023,New York,Male,15-24 years,0.0,351.0,0.0,0.0
2023,New York,Male,25-34 years,0.0,823.0,15.0,0.0
2023,New York,Male,35-44 years,10.0,1372.0,45.0,0.0
2023,New York,Male,45-54 years,27.0,2040.0,97.0,0.0
2023,New York,Male,55-64 years,84.0,5041.0,310.0,0.0
2023,New York,Male,65-74 years,200.0,8148.0,617.0,11.0
2023,New York,Male,75-84 years,341.0,9943.0,894.0,14.0
2023,New York,Male,85 years and over,444.0,9983.0,984.0,14.0
2023,New York,Female,Under 1 year,0.0,150.0,0.0,0.0
2023,New York,Female,1-4 years,0.0,33.0,0.0,0.0
